序号,动作ID,动作名称,身体部位,测试侧,阶段,建议原图文件名,项目目标路径,画面内容提示,拍摄要求,待导入图片路径,匹配状态,备注
170,index_dip_extension,食指远端指间关节伸展,手指,左侧,完成动作,index_dip_extension_left_move_食指远端指间关节伸展_左侧_完成动作.png,rehab_codex_single_camera_v2_1/assets/exercise-guides/index_dip_extension/left/move.png,缓慢伸展食指靠近指尖的远端指间关节，不强行掰直。,单只手近景；从所测手指侧面拍摄，让各关节展开在画面内。,,待提供,
171,index_dip_extension,食指远端指间关节伸展,手指,左侧,返回起点,index_dip_extension_left_return_食指远端指间关节伸展_左侧_返回起点.png,rehab_codex_single_camera_v2_1/assets/exercise-guides/index_dip_extension/left/return.png,缓慢屈回刚才记录的起点，其他手指不要遮挡。,单只手近景；从所测手指侧面拍摄，让各关节展开在画面内。,,待提供,
172,index_dip_extension,食指远端指间关节伸展,手指,右侧,准备姿势,index_dip_extension_right_start_食指远端指间关节伸展_右侧_准备姿势.png,rehab_codex_single_camera_v2_1/assets/exercise-guides/index_dip_extension/right/start.png,食指保持舒适屈曲姿势，记录起点。,单只手近景；从所测手指侧面拍摄，让各关节展开在画面内。,,待提供,
173,index_dip_extension,食指远端指间关节伸展,手指,右侧,完成动作,index_dip_extension_right_move_食指远端指间关节伸展_右侧_完成动作.png,rehab_codex_single_camera_v2_1/assets/exercise-guides/index_dip_extension/right/move.png,缓慢伸展食指靠近指尖的远端指间关节，不强行掰直。,单只手近景；从所测手指侧面拍摄，让各关节展开在画面内。,,待提供,
174,index_dip_extension,食指远端指间关节伸展,手指,右侧,返回起点,index_dip_extension_right_return_食指远端指间关节伸展_右侧_返回起点.png,rehab_codex_single_camera_v2_1/assets/exercise-guides/index_dip_extension/right/return.png,缓慢屈回刚才记录的起点，其他手指不要遮挡。,单只手近景；从所测手指侧面拍摄，让各关节展开在画面内。,,待提供,
175,middle_mcp_flexion,中指掌指关节屈伸,手指,左侧,准备姿势,middle_mcp_flexion_left_start_中指掌指关节屈伸_左侧_准备姿势.png,rehab_codex_single_camera_v2_1/assets/exercise-guides/middle_mcp_flexion/left/start.png,中指保持舒适伸展，不要强行掰直。,单只手近景；从所测手指侧面拍摄，让各关节展开在画面内。,,待提供,
176,middle_mcp_flexion,中指掌指关节屈伸,手指,左侧,完成动作,middle_mcp_flexion_left_move_中指掌指关节屈伸_左侧_完成动作.png,rehab_codex_single_camera_v2_1/assets/exercise-guides/middle_mcp_flexion/left/move.png,缓慢弯曲中指指根的掌指关节，保持该关节两侧指段可见。,单只手近景；从所测手指侧面拍摄，让各关节展开在画面内。,,待提供,
177,middle_mcp_flexion,中指掌指关节屈伸,手指,左侧,返回起点,middle_mcp_flexion_left_return_中指掌指关节屈伸_左侧_返回起点.png,rehab_codex_single_camera_v2_1/assets/exercise-guides/middle_mcp_flexion/left/return.png,缓慢伸回起始姿势，不要求所有手指同时握拳。,单只手近景；从所测手指侧面拍摄，让各关节展开在画面内。,,待提供,
178,middle_mcp_flexion,中指掌指关节屈伸,手指,右侧,准备姿势,middle_mcp_flexion_right_start_中指掌指关节屈伸_右侧_准备姿势.png,rehab_codex_single_camera_v2_1/assets/exercise-guides/middle_mcp_flexion/right/start.png,中指保持舒适伸展，不要强行掰直。,单只手近景；从所测手指侧面拍摄，让各关节展开在画面内。,,待提供,
179,middle_mcp_flexion,中指掌指关节屈伸,手指,右侧,完成动作,middle_mcp_flexion_right_move_中指掌指关节屈伸_右侧_完成动作.png,rehab_codex_single_camera_v2_1/assets/exercise-guides/middle_mcp_flexion/right/move.png,缓慢弯曲中指指根的掌指关节，保持该关节两侧指段可见。,单只手近景；从所测手指侧面拍摄，让各关节展开在画面内。,,待提供,
180,middle_mcp_flexion,中指掌指关节屈伸,手指,右侧,返回起点,middle_mcp_flexion_right_return_中指掌指关节屈伸_右侧_返回起点.png,rehab_codex_single_camera_v2_1/assets/exercise-guides/middle_mcp_flexion/right/return.png,缓慢伸回起始姿势，不要求所有手指同时握拳。,单只手近景；从所测手指侧面拍摄，让各关节展开在画面内。,,待提供,
181,middle_mcp_extension,中指掌指关节伸展,手指,左侧,准备姿势,middle_mcp_extension_left_start_中指掌指关节伸展_左侧_准备姿势.png,rehab_codex_single_camera_v2_1/assets/exercise-guides/middle_mcp_extension/left/start.png,中指保持舒适屈曲姿势，记录起点。,单只手近景；从所测手指侧面拍摄，让各关节展开在画面内。,,待提供,
182,middle_mcp_extension,中指掌指关节伸展,手指,左侧,完成动作,middle_mcp_extension_left_move_中指掌指关节伸展_左侧_完成动作.png,rehab_codex_single_camera_v2_1/assets/exercise-guides/middle_mcp_extension/left/move.png,缓慢伸展中指指根的掌指关节，不强行掰直。,单只手近景；从所测手指侧面拍摄，让各关节展开在画面内。,,待提供,
183,middle_mcp_extension,中指掌指关节伸展,手指,左侧,返回起点,middle_mcp_extension_left_return_中指掌指关节伸展_左侧_返回起点.png,rehab_codex_single_camera_v2_1/assets/exercise-guides/middle_mcp_extension/left/return.png,缓慢屈回刚才记录的起点，其他手指不要遮挡。,单只手近景；从所测手指侧面拍摄，让各关节展开在画面内。,,待提供,
184,middle_mcp_extension,中指掌指关节伸展,手指,右侧,准备姿势,middle_mcp_extension_right_start_中指掌指关节伸展_右侧_准备姿势.png,rehab_codex_single_camera_v2_1/assets/exercise-guides/middle_mcp_extension/right/start.png,中指保持舒适屈曲姿势，记录起点。,单只手近景；从所测手指侧面拍摄，让各关节展开在画面内。,,待提供,
185,middle_mcp_extension,中指掌指关节伸展,手指,右侧,完成动作,middle_mcp_extension_right_move_中指掌指关节伸展_右侧_完成动作.png,rehab_codex_single_camera_v2_1/assets/exercise-guides/middle_mcp_extension/right/move.png,缓慢伸展中指指根的掌指关节，不强行掰直。,单只手近景；从所测手指侧面拍摄，让各关节展开在画面内。,,待提供,
186,middle_mcp_extension,中指掌指关节伸展,手指,右侧,返回起点,middle_mcp_extension_right_return_中指掌指关节伸展_右侧_返回起点.png,rehab_codex_single_camera_v2_1/assets/exercise-guides/middle_mcp_extension/right/return.png,缓慢屈回刚才记录的起点，其他手指不要遮挡。,单只手近景；从所测手指侧面拍摄，让各关节展开在画面内。,,待提供,
187,middle_pip_flexion,中指近端指间关节屈伸,手指,左侧,准备姿势,middle_pip_flexion_left_start_中指近端指间关节屈伸_左侧_准备姿势.png,rehab_codex_single_camera_v2_1/assets/exercise-guides/middle_pip_flexion/left/start.png,中指保持舒适伸展，不要强行掰直。,单只手近景；从所测手指侧面拍摄，让各关节展开在画面内。,,待提供,
188,middle_pip_flexion,中指近端指间关节屈伸,手指,左侧,完成动作,middle_pip_flexion_left_move_中指近端指间关节屈伸_左侧_完成动作.png,rehab_codex_single_camera_v2_1/assets/exercise-guides/middle_pip_flexion/left/move.png,缓慢弯曲中指中间的近端指间关节，保持该关节两侧指段可见。,单只手近景；从所测手指侧面拍摄，让各关节展开在画面内。,,待提供,
189,middle_pip_flexion,中指近端指间关节屈伸,手指,左侧,返回起点,middle_pip_flexion_left_return_中指近端指间关节屈伸_左侧_返回起点.png,rehab_codex_single_camera_v2_1/assets/exercise-guides/middle_pip_flexion/left/return.png,缓慢伸回起始姿势，不要求所有手指同时握拳。,单只手近景；从所测手指侧面拍摄，让各关节展开在画面内。,,待提供,
190,middle_pip_flexion,中指近端指间关节屈伸,手指,右侧,准备姿势,middle_pip_flexion_right_start_中指近端指间关节屈伸_右侧_准备姿势.png,rehab_codex_single_camera_v2_1/assets/exercise-guides/middle_pip_flexion/right/start.png,中指保持舒适伸展，不要强行掰直。,单只手近景；从所测手指侧面拍摄，让各关节展开在画面内。,,待提供,
191,middle_pip_flexion,中指近端指间关节屈伸,手指,右侧,完成动作,middle_pip_flexion_right_move_中指近端指间关节屈伸_右侧_完成动作.png,rehab_codex_single_camera_v2_1/assets/exercise-guides/middle_pip_flexion/right/move.png,缓慢弯曲中指中间的近端指间关节，保持该关节两侧指段可见。,单只手近景；从所测手指侧面拍摄，让各关节展开在画面内。,,待提供,
192,middle_pip_flexion,中指近端指间关节屈伸,手指,右侧,返回起点,middle_pip_flexion_right_return_中指近端指间关节屈伸_右侧_返回起点.png,rehab_codex_single_camera_v2_1/assets/exercise-guides/middle_pip_flexion/right/return.png,缓慢伸回起始姿势，不要求所有手指同时握拳。,单只手近景；从所测手指侧面拍摄，让各关节展开在画面内。,,待提供,
193,middle_pip_extension,中指近端指间关节伸展,手指,左侧,准备姿势,middle_pip_extension_left_start_中指近端指间关节伸展_左侧_准备姿势.png,rehab_codex_single_camera_v2_1/assets/exercise-guides/middle_pip_extension/left/start.png,中指保持舒适屈曲姿势，记录起点。,单只手近景；从所测手指侧面拍摄，让各关节展开在画面内。,,待提供,
194,middle_pip_extension,中指近端指间关节伸展,手指,左侧,完成动作,middle_pip_extension_left_move_中指近端指间关节伸展_左侧_完成动作.png,rehab_codex_single_camera_v2_1/assets/exercise-guides/middle_pip_extension/left/move.png,缓慢伸展中指中间的近端指间关节，不强行掰直。,单只手近景；从所测手指侧面拍摄，让各关节展开在画面内。,,待提供,
195,middle_pip_extension,中指近端指间关节伸展,手指,左侧,返回起点,middle_pip_extension_left_return_中指近端指间关节伸展_左侧_返回起点.png,rehab_codex_single_camera_v2_1/assets/exercise-guides/middle_pip_extension/left/return.png,缓慢屈回刚才记录的起点，其他手指不要遮挡。,单只手近景；从所测手指侧面拍摄，让各关节展开在画面内。,,待提供,
196,middle_pip_extension,中指近端指间关节伸展,手指,右侧,准备姿势,middle_pip_extension_right_start_中指近端指间关节伸展_右侧_准备姿势.png,rehab_codex_single_camera_v2_1/assets/exercise-guides/middle_pip_extension/right/start.png,中指保持舒适屈曲姿势，记录起点。,单只手近景；从所测手指侧面拍摄，让各关节展开在画面内。,,待提供,
197,middle_pip_extension,中指近端指间关节伸展,手指,右侧,完成动作,middle_pip_extension_right_move_中指近端指间关节伸展_右侧_完成动作.png,rehab_codex_single_camera_v2_1/assets/exercise-guides/middle_pip_extension/right/move.png,缓慢伸展中指中间的近端指间关节，不强行掰直。,单只手近景；从所测手指侧面拍摄，让各关节展开在画面内。,,待提供,
198,middle_pip_extension,中指近端指间关节伸展,手指,右侧,返回起点,middle_pip_extension_right_return_中指近端指间关节伸展_右侧_返回起点.png,rehab_codex_single_camera_v2_1/assets/exercise-guides/middle_pip_extension/right/return.png,缓慢屈回刚才记录的起点，其他手指不要遮挡。,单只手近景；从所测手指侧面拍摄，让各关节展开在画面内。,,待提供,
199,middle_dip_flexion,中指远端指间关节屈伸,手指,左侧,准备姿势,middle_dip_flexion_left_start_中指远端指间关节屈伸_左侧_准备姿势.png,rehab_codex_single_camera_v2_1/assets/exercise-guides/middle_dip_flexion/left/start.png,中指保持舒适伸展，不要强行掰直。,单只手近景；从所测手指侧面拍摄，让各关节展开在画面内。,,待提供,
200,middle_dip_flexion,中指远端指间关节屈伸,手指,左侧,完成动作,middle_dip_flexion_left_move_中指远端指间关节屈伸_左侧_完成动作.png,rehab_codex_single_camera_v2_1/assets/exercise-guides/middle_dip_flexion/left/move.png,缓慢弯曲中指靠近指尖的远端指间关节，保持该关节两侧指段可见。,单只手近景；从所测手指侧面拍摄，让各关节展开在画面内。,,待提供,
201,middle_dip_flexion,中指远端指间关节屈伸,手指,左侧,返回起点,middle_dip_flexion_left_return_中指远端指间关节屈伸_左侧_返回起点.png,rehab_codex_single_camera_v2_1/assets/exercise-guides/middle_dip_flexion/left/return.png,缓慢伸回起始姿势，不要求所有手指同时握拳。,单只手近景；从所测手指侧面拍摄，让各关节展开在画面内。,,待提供,
202,middle_dip_flexion,中指远端指间关节屈伸,手指,右侧,准备姿势,middle_dip_flexion_right_start_中指远端指间关节屈伸_右侧_准备姿势.png,rehab_codex_single_camera_v2_1/assets/exercise-guides/middle_dip_flexion/right/start.png,中指保持舒适伸展，不要强行掰直。,单只手近景；从所测手指侧面拍摄，让各关节展开在画面内。,,待提供,
203,middle_dip_flexion,中指远端指间关节屈伸,手指,右侧,完成动作,middle_dip_flexion_right_move_中指远端指间关节屈伸_右侧_完成动作.png,rehab_codex_single_camera_v2_1/assets/exercise-guides/middle_dip_flexion/right/move.png,缓慢弯曲中指靠近指尖的远端指间关节，保持该关节两侧指段可见。,单只手近景；从所测手指侧面拍摄，让各关节展开在画面内。,,待提供,
204,middle_dip_flexion,中指远端指间关节屈伸,手指,右侧,返回起点,middle_dip_flexion_right_return_中指远端指间关节屈伸_右侧_返回起点.png,rehab_codex_single_camera_v2_1/assets/exercise-guides/middle_dip_flexion/right/return.png,缓慢伸回起始姿势，不要求所有手指同时握拳。,单只手近景；从所测手指侧面拍摄，让各关节展开在画面内。,,待提供,
205,middle_dip_extension,中指远端指间关节伸展,手指,左侧,准备姿势,middle_dip_extension_left_start_中指远端指间关节伸展_左侧_准备姿势.png,rehab_codex_single_camera_v2_1/assets/exercise-guides/middle_dip_extension/left/start.png,中指保持舒适屈曲姿势，记录起点。,单只手近景；从所测手指侧面拍摄，让各关节展开在画面内。,,待提供,
206,middle_dip_extension,中指远端指间关节伸展,手指,左侧,完成动作,middle_dip_extension_left_move_中指远端指间关节伸展_左侧_完成动作.png,rehab_codex_single_camera_v2_1/assets/exercise-guides/middle_dip_extension/left/move.png,缓慢伸展中指靠近指尖的远端指间关节，不强行掰直。,单只手近景；从所测手指侧面拍摄，让各关节展开在画面内。,,待提供,
207,middle_dip_extension,中指远端指间关节伸展,手指,左侧,返回起点,middle_dip_extension_left_return_中指远端指间关节伸展_左侧_返回起点.png,rehab_codex_single_camera_v2_1/assets/exercise-guides/middle_dip_extension/left/return.png,缓慢屈回刚才记录的起点，其他手指不要遮挡。,单只手近景；从所测手指侧面拍摄，让各关节展开在画面内。,,待提供,
208,middle_dip_extension,中指远端指间关节伸展,手指,右侧,准备姿势,middle_dip_extension_right_start_中指远端指间关节伸展_右侧_准备姿势.png,rehab_codex_single_camera_v2_1/assets/exercise-guides/middle_dip_extension/right/start.png,中指保持舒适屈曲姿势，记录起点。,单只手近景；从所测手指侧面拍摄，让各关节展开在画面内。,,待提供,
209,middle_dip_extension,中指远端指间关节伸展,手指,右侧,完成动作,middle_dip_extension_right_move_中指远端指间关节伸展_右侧_完成动作.png,rehab_codex_single_camera_v2_1/assets/exercise-guides/middle_dip_extension/right/move.png,缓慢伸展中指靠近指尖的远端指间关节，不强行掰直。,单只手近景；从所测手指侧面拍摄，让各关节展开在画面内。,,待提供,
210,middle_dip_extension,中指远端指间关节伸展,手指,右侧,返回起点,middle_dip_extension_right_return_中指远端指间关节伸展_右侧_返回起点.png,rehab_codex_single_camera_v2_1/assets/exercise-guides/middle_dip_extension/right/return.png,缓慢屈回刚才记录的起点，其他手指不要遮挡。,单只手近景；从所测手指侧面拍摄，让各关节展开在画面内。,,待提供,
211,ring_mcp_flexion,无名指掌指关节屈伸,手指,左侧,准备姿势,ring_mcp_flexion_left_start_无名指掌指关节屈伸_左侧_准备姿势.png,rehab_codex_single_camera_v2_1/assets/exercise-guides/ring_mcp_flexion/left/start.png,无名指保持舒适伸展，不要强行掰直。,单只手近景；从所测手指侧面拍摄，让各关节展开在画面内。,,待提供,
212,ring_mcp_flexion,无名指掌指关节屈伸,手指,左侧,完成动作,ring_mcp_flexion_left_move_无名指掌指关节屈伸_左侧_完成动作.png,rehab_codex_single_camera_v2_1/assets/exercise-guides/ring_mcp_flexion/left/move.png,缓慢弯曲无名指指根的掌指关节，保持该关节两侧指段可见。,单只手近景；从所测手指侧面拍摄，让各关节展开在画面内。,,待提供,
213,ring_mcp_flexion,无名指掌指关节屈伸,手指,左侧,返回起点,ring_mcp_flexion_left_return_无名指掌指关节屈伸_左侧_返回起点.png,rehab_codex_single_camera_v2_1/assets/exercise-guides/ring_mcp_flexion/left/return.png,缓慢伸回起始姿势，不要求所有手指同时握拳。,单只手近景；从所测手指侧面拍摄，让各关节展开在画面内。,,待提供,
214,ring_mcp_flexion,无名指掌指关节屈伸,手指,右侧,准备姿势,ring_mcp_flexion_right_start_无名指掌指关节屈伸_右侧_准备姿势.png,rehab_codex_single_camera_v2_1/assets/exercise-guides/ring_mcp_flexion/right/start.png,无名指保持舒适伸展，不要强行掰直。,单只手近景；从所测手指侧面拍摄，让各关节展开在画面内。,,待提供,
215,ring_mcp_flexion,无名指掌指关节屈伸,手指,右侧,完成动作,ring_mcp_flexion_right_move_无名指掌指关节屈伸_右侧_完成动作.png,rehab_codex_single_camera_v2_1/assets/exercise-guides/ring_mcp_flexion/right/move.png,缓慢弯曲无名指指根的掌指关节，保持该关节两侧指段可见。,单只手近景；从所测手指侧面拍摄，让各关节展开在画面内。,,待提供,
216,ring_mcp_flexion,无名指掌指关节屈伸,手指,右侧,返回起点,ring_mcp_flexion_right_return_无名指掌指关节屈伸_右侧_返回起点.png,rehab_codex_single_camera_v2_1/assets/exercise-guides/ring_mcp_flexion/right/return.png,缓慢伸回起始姿势，不要求所有手指同时握拳。,单只手近景；从所测手指侧面拍摄，让各关节展开在画面内。,,待提供,
217,ring_mcp_extension,无名指掌指关节伸展,手指,左侧,准备姿势,ring_mcp_extension_left_start_无名指掌指关节伸展_左侧_准备姿势.png,rehab_codex_single_camera_v2_1/assets/exercise-guides/ring_mcp_extension/left/start.png,无名指保持舒适屈曲姿势，记录起点。,单只手近景；从所测手指侧面拍摄，让各关节展开在画面内。,,待提供,
218,ring_mcp_extension,无名指掌指关节伸展,手指,左侧,完成动作,ring_mcp_extension_left_move_无名指掌指关节伸展_左侧_完成动作.png,rehab_codex_single_camera_v2_1/assets/exercise-guides/ring_mcp_extension/left/move.png,缓慢伸展无名指指根的掌指关节，不强行掰直。,单只手近景；从所测手指侧面拍摄，让各关节展开在画面内。,,待提供,
219,ring_mcp_extension,无名指掌指关节伸展,手指,左侧,返回起点,ring_mcp_extension_left_return_无名指掌指关节伸展_左侧_返回起点.png,rehab_codex_single_camera_v2_1/assets/exercise-guides/ring_mcp_extension/left/return.png,缓慢屈回刚才记录的起点，其他手指不要遮挡。,单只手近景；从所测手指侧面拍摄，让各关节展开在画面内。,,待提供,
220,ring_mcp_extension,无名指掌指关节伸展,手指,右侧,准备姿势,ring_mcp_extension_right_start_无名指掌指关节伸展_右侧_准备姿势.png,rehab_codex_single_camera_v2_1/assets/exercise-guides/ring_mcp_extension/right/start.png,无名指保持舒适屈曲姿势，记录起点。,单只手近景；从所测手指侧面拍摄，让各关节展开在画面内。,,待提供,
221,ring_mcp_extension,无名指掌指关节伸展,手指,右侧,完成动作,ring_mcp_extension_right_move_无名指掌指关节伸展_右侧_完成动作.png,rehab_codex_single_camera_v2_1/assets/exercise-guides/ring_mcp_extension/right/move.png,缓慢伸展无名指指根的掌指关节，不强行掰直。,单只手近景；从所测手指侧面拍摄，让各关节展开在画面内。,,待提供,
222,ring_mcp_extension,无名指掌指关节伸展,手指,右侧,返回起点,ring_mcp_extension_right_return_无名指掌指关节伸展_右侧_返回起点.png,rehab_codex_single_camera_v2_1/assets/exercise-guides/ring_mcp_extension/right/return.png,缓慢屈回刚才记录的起点，其他手指不要遮挡。,单只手近景；从所测手指侧面拍摄，让各关节展开在画面内。,,待提供,
223,ring_pip_flexion,无名指近端指间关节屈伸,手指,左侧,准备姿势,ring_pip_flexion_left_start_无名指近端指间关节屈伸_左侧_准备姿势.png,rehab_codex_single_camera_v2_1/assets/exercise-guides/ring_pip_flexion/left/start.png,无名指保持舒适伸展，不要强行掰直。,单只手近景；从所测手指侧面拍摄，让各关节展开在画面内。,,待提供,
224,ring_pip_flexion,无名指近端指间关节屈伸,手指,左侧,完成动作,ring_pip_flexion_left_move_无名指近端指间关节屈伸_左侧_完成动作.png,rehab_codex_single_camera_v2_1/assets/exercise-guides/ring_pip_flexion/left/move.png,缓慢弯曲无名指中间的近端指间关节，保持该关节两侧指段可见。,单只手近景；从所测手指侧面拍摄，让各关节展开在画面内。,,待提供,
225,ring_pip_flexion,无名指近端指间关节屈伸,手指,左侧,返回起点,ring_pip_flexion_left_return_无名指近端指间关节屈伸_左侧_返回起点.png,rehab_codex_single_camera_v2_1/assets/exercise-guides/ring_pip_flexion/left/return.png,缓慢伸回起始姿势，不要求所有手指同时握拳。,单只手近景；从所测手指侧面拍摄，让各关节展开在画面内。,,待提供,
226,ring_pip_flexion,无名指近端指间关节屈伸,手指,右侧,准备姿势,ring_pip_flexion_right_start_无名指近端指间关节屈伸_右侧_准备姿势.png,rehab_codex_single_camera_v2_1/assets/exercise-guides/ring_pip_flexion/right/start.png,无名指保持舒适伸展，不要强行掰直。,单只手近景；从所测手指侧面拍摄，让各关节展开在画面内。,,待提供,
227,ring_pip_flexion,无名指近端指间关节屈伸,手指,右侧,完成动作,ring_pip_flexion_right_move_无名指近端指间关节屈伸_右侧_完成动作.png,rehab_codex_single_camera_v2_1/assets/exercise-guides/ring_pip_flexion/right/move.png,缓慢弯曲无名指中间的近端指间关节，保持该关节两侧指段可见。,单只手近景；从所测手指侧面拍摄，让各关节展开在画面内。,,待提供,
228,ring_pip_flexion,无名指近端指间关节屈伸,手指,右侧,返回起点,ring_pip_flexion_right_return_无名指近端指间关节屈伸_右侧_返回起点.png,rehab_codex_single_camera_v2_1/assets/exercise-guides/ring_pip_flexion/right/return.png,缓慢伸回起始姿势，不要求所有手指同时握拳。,单只手近景；从所测手指侧面拍摄，让各关节展开在画面内。,,待提供,
229,ring_pip_extension,无名指近端指间关节伸展,手指,左侧,准备姿势,ring_pip_extension_left_start_无名指近端指间关节伸展_左侧_准备姿势.png,rehab_codex_single_camera_v2_1/assets/exercise-guides/ring_pip_extension/left/start.png,无名指保持舒适屈曲姿势，记录起点。,单只手近景；从所测手指侧面拍摄，让各关节展开在画面内。,,待提供,
230,ring_pip_extension,无名指近端指间关节伸展,手指,左侧,完成动作,ring_pip_extension_left_move_无名指近端指间关节伸展_左侧_完成动作.png,rehab_codex_single_camera_v2_1/assets/exercise-guides/ring_pip_extension/left/move.png,缓慢伸展无名指中间的近端指间关节，不强行掰直。,单只手近景；从所测手指侧面拍摄，让各关节展开在画面内。,,待提供,
231,ring_pip_extension,无名指近端指间关节伸展,手指,左侧,返回起点,ring_pip_extension_left_return_无名指近端指间关节伸展_左侧_返回起点.png,rehab_codex_single_camera_v2_1/assets/exercise-guides/ring_pip_extension/left/return.png,缓慢屈回刚才记录的起点，其他手指不要遮挡。,单只手近景；从所测手指侧面拍摄，让各关节展开在画面内。,,待提供,
232,ring_pip_extension,无名指近端指间关节伸展,手指,右侧,准备姿势,ring_pip_extension_right_start_无名指近端指间关节伸展_右侧_准备姿势.png,rehab_codex_single_camera_v2_1/assets/exercise-guides/ring_pip_extension/right/start.png,无名指保持舒适屈曲姿势，记录起点。,单只手近景；从所测手指侧面拍摄，让各关节展开在画面内。,,待提供,
233,ring_pip_extension,无名指近端指间关节伸展,手指,右侧,完成动作,ring_pip_extension_right_move_无名指近端指间关节伸展_右侧_完成动作.png,rehab_codex_single_camera_v2_1/assets/exercise-guides/ring_pip_extension/right/move.png,缓慢伸展无名指中间的近端指间关节，不强行掰直。,单只手近景；从所测手指侧面拍摄，让各关节展开在画面内。,,待提供,
234,ring_pip_extension,无名指近端指间关节伸展,手指,右侧,返回起点,ring_pip_extension_right_return_无名指近端指间关节伸展_右侧_返回起点.png,rehab_codex_single_camera_v2_1/assets/exercise-guides/ring_pip_extension/right/return.png,缓慢屈回刚才记录的起点，其他手指不要遮挡。,单只手近景；从所测手指侧面拍摄，让各关节展开在画面内。,,待提供,
235,ring_dip_flexion,无名指远端指间关节屈伸,手指,左侧,准备姿势,ring_dip_flexion_left_start_无名指远端指间关节屈伸_左侧_准备姿势.png,rehab_codex_single_camera_v2_1/assets/exercise-guides/ring_dip_flexion/left/start.png,无名指保持舒适伸展，不要强行掰直。,单只手近景；从所测手指侧面拍摄，让各关节展开在画面内。,,待提供,
236,ring_dip_flexion,无名指远端指间关节屈伸,手指,左侧,完成动作,ring_dip_flexion_left_move_无名指远端指间关节屈伸_左侧_完成动作.png,rehab_codex_single_camera_v2_1/assets/exercise-guides/ring_dip_flexion/left/move.png,缓慢弯曲无名指靠近指尖的远端指间关节，保持该关节两侧指段可见。,单只手近景；从所测手指侧面拍摄，让各关节展开在画面内。,,待提供,
237,ring_dip_flexion,无名指远端指间关节屈伸,手指,左侧,返回起点,ring_dip_flexion_left_return_无名指远端指间关节屈伸_左侧_返回起点.png,rehab_codex_single_camera_v2_1/assets/exercise-guides/ring_dip_flexion/left/return.png,缓慢伸回起始姿势，不要求所有手指同时握拳。,单只手近景；从所测手指侧面拍摄，让各关节展开在画面内。,,待提供,
238,ring_dip_flexion,无名指远端指间关节屈伸,手指,右侧,准备姿势,ring_dip_flexion_right_start_无名指远端指间关节屈伸_右侧_准备姿势.png,rehab_codex_single_camera_v2_1/assets/exercise-guides/ring_dip_flexion/right/start.png,无名指保持舒适伸展，不要强行掰直。,单只手近景；从所测手指侧面拍摄，让各关节展开在画面内。,,待提供,
239,ring_dip_flexion,无名指远端指间关节屈伸,手指,右侧,完成动作,ring_dip_flexion_right_move_无名指远端指间关节屈伸_右侧_完成动作.png,rehab_codex_single_camera_v2_1/assets/exercise-guides/ring_dip_flexion/right/move.png,缓慢弯曲无名指靠近指尖的远端指间关节，保持该关节两侧指段可见。,单只手近景；从所测手指侧面拍摄，让各关节展开在画面内。,,待提供,
240,ring_dip_flexion,无名指远端指间关节屈伸,手指,右侧,返回起点,ring_dip_flexion_right_return_无名指远端指间关节屈伸_右侧_返回起点.png,rehab_codex_single_camera_v2_1/assets/exercise-guides/ring_dip_flexion/right/return.png,缓慢伸回起始姿势，不要求所有手指同时握拳。,单只手近景；从所测手指侧面拍摄，让各关节展开在画面内。,,待提供,
241,ring_dip_extension,无名指远端指间关节伸展,手指,左侧,准备姿势,ring_dip_extension_left_start_无名指远端指间关节伸展_左侧_准备姿势.png,rehab_codex_single_camera_v2_1/assets/exercise-guides/ring_dip_extension/left/start.png,无名指保持舒适屈曲姿势，记录起点。,单只手近景；从所测手指侧面拍摄，让各关节展开在画面内。,,待提供,
242,ring_dip_extension,无名指远端指间关节伸展,手指,左侧,完成动作,ring_dip_extension_left_move_无名指远端指间关节伸展_左侧_完成动作.png,rehab_codex_single_camera_v2_1/assets/exercise-guides/ring_dip_extension/left/move.png,缓慢伸展无名指靠近指尖的远端指间关节，不强行掰直。,单只手近景；从所测手指侧面拍摄，让各关节展开在画面内。,,待提供,
243,ring_dip_extension,无名指远端指间关节伸展,手指,左侧,返回起点,ring_dip_extension_left_return_无名指远端指间关节伸展_左侧_返回起点.png,rehab_codex_single_camera_v2_1/assets/exercise-guides/ring_dip_extension/left/return.png,缓慢屈回刚才记录的起点，其他手指不要遮挡。,单只手近景；从所测手指侧面拍摄，让各关节展开在画面内。,,待提供,
244,ring_dip_extension,无名指远端指间关节伸展,手指,右侧,准备姿势,ring_dip_extension_right_start_无名指远端指间关节伸展_右侧_准备姿势.png,rehab_codex_single_camera_v2_1/assets/exercise-guides/ring_dip_extension/right/start.png,无名指保持舒适屈曲姿势，记录起点。,单只手近景；从所测手指侧面拍摄，让各关节展开在画面内。,,待提供,
245,ring_dip_extension,无名指远端指间关节伸展,手指,右侧,完成动作,ring_dip_extension_right_move_无名指远端指间关节伸展_右侧_完成动作.png,rehab_codex_single_camera_v2_1/assets/exercise-guides/ring_dip_extension/right/move.png,缓慢伸展无名指靠近指尖的远端指间关节，不强行掰直。,单只手近景；从所测手指侧面拍摄，让各关节展开在画面内。,,待提供,
